Date,Year,Month,Day,SWRad,StDev,Max,Q,S,data_quality,source_priority
2007-11-16,2007,11,16,272.76,375.39,1028.66,2,1,high,1
2007-11-17,2007,11,17,296.05,385.17,1099.91,2,1,high,1
2007-11-18,2007,11,18,265.31,371.19,1247.55,2,1,high,1
2007-11-19,2007,11,19,268.1,357.69,1104.57,2,1,high,1
2007-11-20,2007,11,20,174.02,263.61,1113.885,2,1,high,1
2007-11-21,2007,11,21,234.57,341.39,1123.2,2,1,high,1
2007-11-22,2007,11,22,260.65,347.44,1020.27,2,1,high,1
2007-11-23,2007,11,23,264.38,346.98,982.55,2,1,high,1
2007-11-24,2007,11,24,266.71,349.3,977.42,2,1,high,1
2007-11-25,2007,11,25,285.8,373.52,1126.46,2,1,high,1
2007-11-26,2007,11,26,244.35,343.72,1214.95,2,1,high,1
2007-11-27,2007,11,27,235.97,340.46,1105.5,2,1,high,1
2007-11-28,2007,11,28,230.38,343.25,1140.43,2,1,high,1
2007-11-29,2007,11,29,268.57,339.52,995.59,2,1,high,1
2007-11-30,2007,11,30,262.05,355.82,1077.09,2,1,high,1
2007-12-01,2007,12,1,134.9,221.69,1235.91,2,1,high,1
2007-12-02,2007,12,2,67.84,110.85,437.63,2,1,high,1
2007-12-03,2007,12,3,91.12,134.13,471.17,2,1,high,1
2007-12-04,2007,12,4,267.64,357.69,1047.28,2,1,high,1
2007-12-05,2007,12,5,271.83,358.62,1023.07,2,1,high,1
2007-12-06,2007,12,6,271.36,363.74,1078.02,2,1,high,1
2007-12-07,2007,12,7,189.39,285.5,1071.5,2,1,high,1
2007-12-08,2007,12,8,139.56,224.49,1038.44,2,1,high,1
2007-12-09,2007,12,9,65.51,105.72,459.99,2,1,high,1
2007-12-10,2007,12,10,111.62,154.16,584.81,2,1,high,1
2007-12-11,2007,12,11,97.64,146.71,697.05,2,1,high,1
2007-12-12,2007,12,12,139.09,191.42,980.22,2,1,high,1
2007-12-13,2007,12,13,154.93,224.49,1100.38,2,1,high,1
2007-12-14,2007,12,14,142.35,206.79,1109.69,2,1,high,1
2007-12-15,2007,12,15,141.89,195.14,773.9,2,1,high,1
2007-12-16,2007,12,16,249.47,320.43,1021.2,2,1,high,1
2007-12-17,2007,12,17,265.77,351.17,1110.16,2,1,high,1
2007-12-18,2007,12,18,254.13,353.03,1071.04,2,1,high,1
2007-12-19,2007,12,19,269.97,360.48,1051.01,2,1,high,1
2007-12-20,2007,12,20,195.45,282.7,1099.91,2,1,high,1
2007-12-21,2007,12,21,207.56,330.67,1316.48,2,1,high,1
2007-12-22,2007,12,22,184.27,282.24,1184.21,2,1,high,1
2007-12-23,2007,12,23,227.58,310.18,1104.1,2,1,high,1
2007-12-24,2007,12,24,79.94,128.54,775.76,2,1,high,1
2007-12-25,2007,12,25,236.9,334.4,1118.08,2,1,high,1
2007-12-26,2007,12,26,140.03,190.02,929.92,2,1,high,1
2007-12-27,2007,12,27,203.83,282.7,1035.64,2,1,high,1
2007-12-28,2007,12,28,206.63,274.32,1009.56,2,1,high,1
2007-12-29,2007,12,29,203.37,269.2,943.42,2,1,high,1
2007-12-30,2007,12,30,217.8,312.98,973.23,2,1,high,1
2007-12-31,2007,12,31,226.65,315.77,1044.49,2,1,high,1
2008-01-01,2008,1,1,164.71,274.79,1095.72,2,1,high,1
2008-01-02,2008,1,2,169.83,253.36,1001.18,2,1,high,1
2008-01-03,2008,1,3,247.15,325.09,929.45,2,1,high,1
2008-01-04,2008,1,4,197.31,285.96,1153.47,2,1,high,1
2008-01-05,2008,1,5,247.61,326.02,944.36,2,1,high,1
2010-07-05,2010,7,5,277.93,352.38,1002.7,2,5,high,5
2010-07-06,2010,7,6,271.63,350.73,1033.42,2,5,high,5
2010-07-07,2010,7,7,260.47,349.98,1131.11,2,5,high,5
2010-07-08,2010,7,8,196.76,285.39,1202.36,2,5,high,5
2010-07-09,2010,7,9,268.71,353.55,989.9,2,5,high,5
2010-07-10,2010,7,10,271.55,353.68,1043.23,2,5,high,5
2010-07-11,2010,7,11,155.93,196.72,759.96,2,5,high,5
2010-07-12,2010,7,12,248.63,336.83,1034.7,2,5,high,5
2010-07-13,2010,7,13,202.56,294.48,1012.09,2,5,high,5
2010-07-14,2010,7,14,24.04,31.86,102.12,2,5,high,5
2010-07-15,2010,7,15,71.53,97.87,424.22,2,5,high,5
2010-07-16,2010,7,16,49.32,107.86,867.04,2,5,high,5
2010-07-17,2010,7,17,178.62,280.64,1091.87,2,5,high,5
2010-07-18,2010,7,18,256.86,346.1,988.62,2,5,high,5
2010-07-19,2010,7,19,203.14,275.76,978.81,2,5,high,5
2010-07-20,2010,7,20,203.2,273.41,982.65,2,5,high,5
2010-07-21,2010,7,21,248.1,338.34,997.16,2,5,high,5
2010-07-22,2010,7,22,263.91,348.08,1096.56,2,5,high,5
2010-07-23,2010,7,23,98.66,128.35,577.37,2,5,high,5
2010-07-24,2010,7,24,178.59,231.43,919.94,2,5,high,5
2010-07-25,2010,7,25,78.57,113.62,426.78,2,5,high,5
2010-07-26,2010,7,26,251.25,324.18,960.89,2,5,high,5
2010-07-27,2010,7,27,167.21,232.76,989.05,2,5,high,5
2011-06-06,2011,6,6,223.96,307.25,1081.01,1,1,high,1
2011-06-07,2011,6,7,268.42,340.71,1011.02,1,1,high,1
2011-06-08,2011,6,8,277.22,350.83,982.85,1,1,high,1
2011-06-09,2011,6,9,201.95,255.31,925.18,1,1,high,1
2011-06-10,2011,6,10,234.52,314.3,1069.13,1,1,high,1
2011-06-11,2011,6,11,264.02,345.55,1122.39,1,1,high,1
2011-06-12,2011,6,12,253.01,336.75,1044.48,1,1,high,1
2011-06-13,2011,6,13,285.58,365.36,1033.91,1,1,high,1
2011-06-14,2011,6,14,109.51,130.74,550.14,1,1,high,1
2011-06-15,2011,6,15,184.78,290.53,1071.77,1,1,high,1
2011-06-16,2011,6,16,278.54,365.36,1072.21,1,1,high,1
2011-06-17,2011,6,17,291.75,368.88,1029.07,1,1,high,1
2011-06-18,2011,6,18,294.83,372.84,989.01,1,1,high,1
2011-06-19,2011,6,19,286.91,365.8,996.06,1,1,high,1
2011-06-20,2011,6,20,269.74,353.91,1055.92,1,1,high,1
2011-06-21,2011,6,21,289.99,369.32,1051.52,1,1,high,1
2011-06-22,2011,6,22,256.97,356.56,1051.52,1,1,high,1
2011-06-23,2011,6,23,279.86,360.52,1080.57,1,1,high,1
2011-06-24,2011,6,24,258.29,326.18,976.25,1,1,high,1
2011-06-25,2011,6,25,210.31,296.25,1009.26,1,1,high,1
2011-06-26,2011,6,26,97.62,165.51,852.11,1,1,high,1
2011-06-27,2011,6,27,211.63,279.08,911.1,1,1,high,1
2011-06-28,2011,6,28,85.3,114.89,496.0,1,1,high,1
2011-06-29,2011,6,29,36.88,62.95,409.72,1,1,high,1
2011-06-30,2011,6,30,188.3,276.44,1105.66,1,1,high,1
2011-07-01,2011,7,1,94.98,141.3,809.85,1,1,high,1
2011-07-02,2011,7,2,220.88,312.98,1130.31,1,1,high,1
2011-07-03,2011,7,3,201.95,277.76,1021.15,1,1,high,1
2011-07-04,2011,7,4,160.13,219.22,813.82,1,1,high,1
2011-07-05,2011,7,5,259.61,342.47,1001.34,1,1,high,1
2011-07-06,2011,7,6,277.66,353.91,969.2,1,1,high,1
2011-07-07,2011,7,7,282.94,357.0,1091.58,1,1,high,1
2011-07-08,2011,7,8,285.58,364.04,1037.87,1,1,high,1
2011-07-09,2011,7,9,249.05,346.43,1140.88,1,1,high,1
2011-07-10,2011,7,10,157.05,257.95,1037.87,1,1,high,1
2011-07-11,2011,7,11,132.4,197.21,753.51,1,1,high,1
2011-07-12,2011,7,12,154.85,220.54,868.4,1,1,high,1
2011-07-13,2011,7,13,87.06,126.78,523.73,1,1,high,1
2011-07-14,2011,7,14,77.37,113.13,699.37,1,1,high,1
2011-07-15,2011,7,15,220.88,296.69,968.32,1,1,high,1
2011-07-16,2011,7,16,254.33,333.23,1049.76,1,1,high,1
2011-07-17,2011,7,17,293.07,370.64,1006.18,1,1,high,1
2011-07-18,2011,7,18,284.7,365.36,1013.22,1,1,high,1
2011-07-19,2011,7,19,272.82,343.79,936.63,1,1,high,1
2011-07-20,2011,7,20,260.49,344.67,1049.76,1,1,high,1
2011-07-21,2011,7,21,95.42,150.11,894.81,1,1,high,1
2011-07-22,2011,7,22,262.69,338.95,1048.88,1,1,high,1
2011-07-23,2011,7,23,231.88,322.22,1127.67,1,1,high,1
2011-07-24,2011,7,24,70.77,91.56,425.13,1,1,high,1
2011-07-25,2011,7,25,150.89,259.71,1178.73,1,1,high,1
2011-07-26,2011,7,26,203.71,279.52,1306.83,1,1,high,1
2011-07-27,2011,7,27,200.19,296.69,1168.61,1,1,high,1
2011-07-28,2011,7,28,252.57,327.5,1347.33,1,1,high,1
2011-07-29,2011,7,29,258.29,338.07,1205.59,1,1,high,1
2011-07-30,2011,7,30,253.89,327.5,1072.21,1,1,high,1
2011-07-31,2011,7,31,227.04,303.73,1078.37,1,1,high,1
2011-08-01,2011,8,1,122.27,168.59,931.35,1,1,high,1
2011-08-02,2011,8,2,141.2,202.49,1157.17,1,1,high,1
2011-08-03,2011,8,3,289.11,378.13,1049.32,1,1,high,1
2011-08-04,2011,8,4,279.86,374.6,1105.22,1,1,high,1
2011-08-05,2011,8,5,278.54,372.84,1173.45,1,1,high,1
2011-08-06,2011,8,6,300.55,378.57,1051.52,1,1,high,1
2011-08-07,2011,8,7,290.87,379.89,1134.28,1,1,high,1
2011-08-08,2011,8,8,274.14,364.48,1141.32,1,1,high,1
2011-08-09,2011,8,9,241.13,334.11,1131.63,1,1,high,1
2011-08-10,2011,8,10,254.33,350.39,1075.73,1,1,high,1
2011-08-11,2011,8,11,283.82,378.57,1071.33,1,1,high,1
2011-08-12,2011,8,12,303.63,390.01,1176.97,1,1,high,1
2011-08-13,2011,8,13,175.1,240.34,1089.38,1,1,high,1
2011-08-14,2011,8,14,201.51,266.32,1141.76,1,1,high,1
2011-08-15,2011,8,15,186.98,288.77,1195.46,1,1,high,1
2011-08-16,2011,8,16,295.71,389.57,1127.67,1,1,high,1
2011-08-17,2011,8,17,234.08,329.26,1194.58,1,1,high,1
2011-08-18,2011,8,18,282.5,371.08,1114.03,1,1,high,1
2011-08-19,2011,8,19,270.62,369.32,1092.9,1,1,high,1
2011-08-20,2011,8,20,243.77,312.98,1088.94,1,1,high,1
2011-08-21,2011,8,21,291.31,384.73,1148.36,1,1,high,1
2011-08-22,2011,8,22,275.02,384.29,1172.13,1,1,high,1
2011-08-23,2011,8,23,43.92,94.64,777.28,1,1,high,1
2011-08-24,2011,8,24,71.21,91.56,421.6,1,1,high,1
2011-08-25,2011,8,25,238.48,337.63,1395.31,1,1,high,1
2011-08-26,2011,8,26,266.22,365.8,1119.31,1,1,high,1
2011-08-27,2011,8,27,187.86,251.35,1147.48,1,1,high,1
2011-08-28,2011,8,28,74.29,108.29,329.16,1,1,high,1
2011-08-29,2011,8,29,216.47,286.57,1058.56,1,1,high,1
2011-08-30,2011,8,30,282.5,376.8,1126.35,1,1,high,1
2011-08-31,2011,8,31,298.35,384.29,1124.59,1,1,high,1
2011-09-01,2011,9,1,227.48,328.82,1000.9,1,1,high,1
2011-09-02,2011,9,2,258.73,338.51,1079.25,1,1,high,1
2011-09-03,2011,9,3,155.73,212.17,1033.47,1,1,high,1
2011-09-04,2011,9,4,35.12,51.94,188.3,1,1,high,1
2011-09-05,2011,9,5,224.4,351.27,1204.27,1,1,high,1
2011-09-06,2011,9,6,193.58,276.0,1188.42,1,1,high,1
2011-09-07,2011,9,7,270.62,363.16,1123.27,1,1,high,1
2011-09-08,2011,9,8,253.45,325.74,1263.69,1,1,high,1
2011-09-09,2011,9,9,285.14,386.49,1150.56,1,1,high,1
2011-09-10,2011,9,10,100.7,174.32,947.19,1,1,high,1
2011-09-11,2011,9,11,147.8,214.37,899.21,1,1,high,1
2011-09-12,2011,9,12,235.84,314.3,1073.97,1,1,high,1
2011-09-13,2011,9,13,161.45,241.67,1128.55,1,1,high,1
2011-09-14,2011,9,14,220.0,324.86,1106.1,1,1,high,1
2011-09-15,2011,9,15,162.77,229.34,963.92,1,1,high,1
2011-09-16,2011,9,16,223.08,310.78,1256.21,1,1,high,1
2011-09-17,2011,9,17,282.94,381.21,1224.96,1,1,high,1
2011-09-18,2011,9,18,223.96,348.63,1229.36,1,1,high,1
2011-09-19,2011,9,19,202.39,278.64,1162.45,1,1,high,1
2011-09-20,2011,9,20,256.97,359.2,1176.97,1,1,high,1
2011-09-21,2011,9,21,251.25,363.6,1199.86,1,1,high,1
2011-09-22,2011,9,22,293.07,384.29,1164.65,1,1,high,1
2011-09-23,2011,9,23,251.69,349.51,1126.35,1,1,high,1
2011-09-24,2011,9,24,275.9,369.32,1209.55,1,1,high,1
2011-09-25,2011,9,25,157.05,212.61,899.65,1,1,high,1
2011-09-26,2011,9,26,237.16,350.39,1170.81,1,1,high,1
2011-09-27,2011,9,27,260.49,349.07,1147.92,1,1,high,1
2011-09-28,2011,9,28,160.57,210.85,686.16,1,1,high,1
2011-09-29,2011,9,29,249.93,329.7,1125.47,1,1,high,1
2011-09-30,2011,9,30,213.39,295.37,1067.81,1,1,high,1
2011-10-01,2011,10,1,158.37,261.03,1118.43,1,1,high,1
2011-10-02,2011,10,2,138.12,238.14,1002.22,1,1,high,1
2011-10-03,2011,10,3,261.81,351.27,1292.74,1,1,high,1
2011-10-04,2011,10,4,164.53,291.41,1073.09,1,1,high,1
2011-10-05,2011,10,5,211.63,296.25,1000.9,1,1,high,1
2011-10-06,2011,10,6,301.43,393.97,1158.05,1,1,high,1
2011-10-07,2011,10,7,268.86,364.48,1177.41,1,1,high,1
2011-10-08,2011,10,8,288.23,385.61,1147.48,1,1,high,1
2011-10-09,2011,10,9,131.08,226.7,1066.05,1,1,high,1
2011-10-10,2011,10,10,37.76,79.23,594.6,1,1,high,1
2011-10-11,2011,10,11,135.04,204.25,1210.87,1,1,high,1
2011-10-12,2011,10,12,270.62,382.09,1289.66,1,1,high,1
2011-10-13,2011,10,13,288.67,380.77,1121.95,1,1,high,1
2011-10-14,2011,10,14,306.71,397.05,1123.71,1,1,high,1
2011-10-15,2011,10,15,314.2,400.13,1133.4,1,1,high,1
2011-10-16,2011,10,16,299.67,396.17,1155.84,1,1,high,1
2011-10-17,2011,10,17,289.55,382.97,1112.71,1,1,high,1
2011-10-18,2011,10,18,271.5,371.52,1232.0,1,1,high,1
2011-10-19,2011,10,19,219.12,339.39,1283.5,1,1,high,1
2011-10-20,2011,10,20,82.22,124.57,720.93,1,1,high,1
2011-10-21,2011,10,21,221.76,320.9,1186.66,1,1,high,1
2011-10-22,2011,10,22,273.7,357.88,1083.21,1,1,high,1
2011-10-23,2011,10,23,48.76,78.79,309.8,1,1,high,1
2011-10-24,2011,10,24,249.05,324.86,1052.4,1,1,high,1
2011-10-25,2011,10,25,284.26,371.52,1191.5,1,1,high,1
2011-10-26,2011,10,26,244.65,374.16,1165.97,1,1,high,1
2011-10-27,2011,10,27,117.87,178.72,742.94,1,1,high,1
2011-10-28,2011,10,28,248.17,368.88,1391.35,1,1,high,1
2011-10-29,2011,10,29,216.03,313.86,1123.27,1,1,high,1
2011-10-30,2011,10,30,232.32,323.98,1301.99,1,1,high,1
2011-10-31,2011,10,31,207.67,315.18,1372.86,1,1,high,1
2011-11-01,2011,11,1,69.01,106.53,415.88,1,1,high,1
2011-11-02,2011,11,2,50.08,88.04,431.73,1,1,high,1
2011-11-03,2011,11,3,204.15,290.53,1109.62,1,1,high,1
2011-11-04,2011,11,4,106.87,149.23,815.14,1,1,high,1
2011-11-05,2011,11,5,108.63,186.2,1088.94,1,1,high,1
2011-11-06,2011,11,6,219.12,317.82,1180.06,1,1,high,1
2011-11-07,2011,11,7,269.3,364.48,1099.06,1,1,high,1
2011-11-08,2011,11,8,270.62,362.28,1167.73,1,1,high,1
2011-11-09,2011,11,9,282.94,377.24,1093.34,1,1,high,1
2011-11-10,2011,11,10,242.89,353.47,1382.54,1,1,high,1
2011-11-11,2011,11,11,79.57,114.45,420.28,1,1,high,1
2011-11-12,2011,11,12,188.74,289.21,1147.92,1,1,high,1
2011-11-13,2011,11,13,228.36,338.07,1101.26,1,1,high,1
2011-11-14,2011,11,14,278.1,358.32,1025.99,1,1,high,1
2011-11-15,2011,11,15,297.47,380.33,1086.73,1,1,high,1
2011-11-16,2011,11,16,288.23,371.52,1106.54,1,1,high,1
2011-11-17,2011,11,17,285.58,377.24,1135.6,1,1,high,1
2011-11-18,2011,11,18,241.13,348.19,1105.22,1,1,high,1
2011-11-19,2011,11,19,280.74,369.32,1062.08,1,1,high,1
2011-11-20,2011,11,20,274.14,368.0,1078.81,1,1,high,1
2011-11-21,2011,11,21,253.89,343.79,1224.07,1,1,high,1
2011-11-22,2011,11,22,244.65,340.27,1222.31,1,1,high,1
2011-11-23,2011,11,23,143.84,252.23,1209.55,1,1,high,1
2011-11-24,2011,11,24,222.2,320.02,1210.43,1,1,high,1
2011-11-25,2011,11,25,257.85,347.31,1081.45,1,1,high,1
2011-11-26,2011,11,26,33.35,50.18,248.61,1,1,high,1
2011-11-27,2011,11,27,150.01,199.85,945.87,1,1,high,1
2011-11-28,2011,11,28,193.58,267.64,973.17,1,1,high,1
2011-11-29,2011,11,29,241.13,342.03,1176.53,1,1,high,1
2011-11-30,2011,11,30,106.43,199.85,1223.63,1,1,high,1
2011-12-01,2011,12,1,54.04,78.35,350.29,1,1,high,1
2011-12-02,2011,12,2,200.19,290.97,1057.24,1,1,high,1
2011-12-03,2011,12,3,287.35,372.84,1017.18,1,1,high,1
2011-12-04,2011,12,4,283.38,366.24,978.89,1,1,high,1
2011-12-05,2011,12,5,286.03,367.56,1088.06,1,1,high,1
2011-12-06,2011,12,6,282.5,365.8,1052.4,1,1,high,1
2011-12-07,2011,12,7,284.26,371.96,1062.96,1,1,high,1
2011-12-08,2011,12,8,223.96,314.3,1211.31,1,1,high,1
2011-12-09,2011,12,9,278.98,360.08,1120.63,1,1,high,1
2011-12-10,2011,12,10,279.42,363.6,1129.87,1,1,high,1
2011-12-11,2011,12,11,179.94,250.47,965.24,1,1,high,1
2011-12-12,2011,12,12,76.93,114.01,397.39,1,1,high,1
2011-12-13,2011,12,13,107.75,169.91,1087.62,1,1,high,1
2011-12-14,2011,12,14,273.26,370.2,1184.46,1,1,high,1
2011-12-15,2011,12,15,214.71,314.3,1135.6,1,1,high,1
2011-12-16,2011,12,16,131.08,185.76,957.32,1,1,high,1
2011-12-17,2011,12,17,202.39,331.46,1296.27,1,1,high,1
2011-12-18,2011,12,18,240.25,328.38,1147.48,1,1,high,1
2011-12-19,2011,12,19,231.44,339.39,1160.25,1,1,high,1
2011-12-20,2011,12,20,64.61,99.04,647.42,1,1,high,1
2011-12-21,2011,12,21,267.98,350.39,1134.28,1,1,high,1
2011-12-22,2011,12,22,87.5,124.57,675.15,1,1,high,1
2011-12-23,2011,12,23,56.24,84.52,374.06,1,1,high,1
2011-12-24,2011,12,24,163.65,232.42,890.85,1,1,high,1
2011-12-25,2011,12,25,164.09,246.07,1043.6,1,1,high,1
2011-12-26,2011,12,26,231.44,323.1,984.61,1,1,high,1
2011-12-27,2011,12,27,211.63,273.36,1017.18,1,1,high,1
2011-12-28,2011,12,28,274.58,357.44,973.17,1,1,high,1
2011-12-29,2011,12,29,293.07,379.01,1019.83,1,1,high,1
2011-12-30,2011,12,30,298.35,381.65,1022.47,1,1,high,1
2011-12-31,2011,12,31,266.22,357.88,995.17,1,1,high,1
2012-01-01,2012,1,1,263.14,339.83,1032.15,1,1,high,1
2012-01-02,2012,1,2,133.28,187.08,841.99,1,1,high,1
2012-01-03,2012,1,3,280.74,362.28,1021.59,1,1,high,1
2012-01-04,2012,1,4,234.52,323.54,1110.95,1,1,high,1
2012-01-05,2012,1,5,242.45,335.43,1184.9,1,1,high,1
2012-01-06,2012,1,6,271.06,355.68,1086.29,1,1,high,1
2012-01-07,2012,1,7,152.65,228.02,1146.6,1,1,high,1
2012-01-08,2012,1,8,257.41,358.76,1146.16,1,1,high,1
2012-01-09,2012,1,9,270.62,360.08,1026.43,1,1,high,1
2012-01-10,2012,1,10,263.58,357.44,993.41,1,1,high,1
2012-01-11,2012,1,11,234.52,316.06,1017.62,1,1,high,1
2012-01-12,2012,1,12,243.77,327.06,1218.35,1,1,high,1
2012-01-13,2012,1,13,207.23,280.84,999.14,1,1,high,1
2012-01-14,2012,1,14,195.79,281.28,1006.62,1,1,high,1
2012-01-15,2012,1,15,201.51,284.36,1146.6,1,1,high,1
2012-01-16,2012,1,16,97.18,143.94,632.02,1,1,high,1
2012-01-17,2012,1,17,241.13,327.06,1052.4,1,1,high,1
2012-01-18,2012,1,18,216.03,320.02,1209.99,1,1,high,1
2012-01-19,2012,1,19,275.02,364.48,1089.38,1,1,high,1
2012-01-20,2012,1,20,269.3,358.32,1141.32,1,1,high,1
2012-01-21,2012,1,21,273.26,361.4,1025.55,1,1,high,1
2012-01-22,2012,1,22,272.38,363.16,1069.57,1,1,high,1
2012-01-23,2012,1,23,256.53,349.95,1081.45,1,1,high,1
2012-01-24,2012,1,24,220.0,285.68,999.58,1,1,high,1
2012-01-25,2012,1,25,194.47,275.56,1214.39,1,1,high,1
2012-01-26,2012,1,26,242.01,356.12,1157.61,1,1,high,1
2012-01-27,2012,1,27,208.11,273.8,944.11,1,1,high,1
2012-01-28,2012,1,28,244.21,329.26,964.36,1,1,high,1
2012-01-29,2012,1,29,228.8,317.82,1049.76,1,1,high,1
2012-01-30,2012,1,30,212.07,300.21,1112.71,1,1,high,1
2012-01-31,2012,1,31,243.77,333.23,1108.3,1,1,high,1
2012-02-01,2012,2,1,245.97,331.9,1091.58,1,1,high,1
2012-02-02,2012,2,2,235.84,329.7,1109.62,1,1,high,1
2012-02-03,2012,2,3,231.0,337.63,1194.58,1,1,high,1
2012-02-04,2012,2,4,282.5,380.33,1160.69,1,1,high,1
2012-02-05,2012,2,5,96.3,147.46,817.34,1,1,high,1
2012-02-06,2012,2,6,287.35,388.69,1295.39,1,1,high,1
2012-02-07,2012,2,7,290.43,398.37,1373.74,1,1,high,1
2012-02-08,2012,2,8,300.55,391.77,1153.64,1,1,high,1
2012-02-09,2012,2,9,257.41,358.32,1123.71,1,1,high,1
2012-02-10,2012,2,10,184.78,273.8,1335.0,1,1,high,1
2012-02-11,2012,2,11,221.76,315.62,1311.23,1,1,high,1
2012-02-12,2012,2,12,161.45,254.87,1122.83,1,1,high,1
2012-02-13,2012,2,13,155.29,246.95,952.48,1,1,high,1
2012-02-14,2012,2,14,127.56,182.24,765.83,1,1,high,1
2012-02-15,2012,2,15,141.2,246.95,878.96,1,1,high,1
2012-02-16,2012,2,16,137.24,185.76,831.42,1,1,high,1
2012-02-17,2012,2,17,245.97,354.79,1092.46,1,1,high,1
2012-02-18,2012,2,18,131.52,164.19,601.2,1,1,high,1
2012-02-19,2012,2,19,257.41,369.32,840.005,1,1,high,1
2012-02-20,2012,2,20,249.93,341.59,1078.81,1,1,high,1
2012-02-21,2012,2,21,220.44,329.7,1197.66,1,1,high,1
2012-02-22,2012,2,22,177.74,255.31,1003.54,1,1,high,1
2012-02-23,2012,2,23,172.46,253.55,1083.21,1,1,high,1
2012-02-24,2012,2,24,16.63,25.09,183.9,1,1,high,1
2012-02-25,2012,2,25,177.74,247.39,912.42,1,1,high,1
2012-02-26,2012,2,26,216.91,342.91,1272.94,1,1,high,1
2012-02-27,2012,2,27,213.39,290.09,1207.79,1,1,high,1
2012-02-28,2012,2,28,96.74,169.47,1322.68,1,1,high,1
2012-02-29,2012,2,29,190.5,302.85,1343.81,1,1,high,1
2012-03-01,2012,3,1,291.75,408.94,1371.98,1,1,high,1
2012-03-02,2012,3,2,282.94,372.84,1162.45,1,1,high,1
2012-03-03,2012,3,3,163.65,221.86,933.99,1,1,high,1
2012-03-04,2012,3,4,60.21,91.56,322.56,1,1,high,1
2012-03-05,2012,3,5,137.68,192.36,729.3,1,1,high,1
2012-03-06,2012,3,6,179.5,276.88,1269.85,1,1,high,1
2012-03-07,2012,3,7,173.34,234.62,906.7,1,1,high,1
2012-03-08,2012,3,8,176.42,255.31,959.52,1,1,high,1
2012-03-09,2012,3,9,190.06,255.75,1077.49,1,1,high,1
2012-03-10,2012,3,10,299.23,390.45,1248.29,1,1,high,1
2012-03-11,2012,3,11,277.22,377.68,1038.31,1,1,high,1
2012-03-12,2012,3,12,226.6,324.42,1158.93,1,1,high,1
2012-03-13,2012,3,13,284.26,368.0,1204.71,1,1,high,1
2012-03-14,2012,3,14,269.74,362.28,1110.06,1,1,high,1
2012-03-15,2012,3,15,311.56,394.85,1186.66,1,1,high,1
2012-03-16,2012,3,16,287.79,386.49,1134.72,1,1,high,1
2012-03-17,2012,3,17,244.21,349.51,1220.99,1,1,high,1
2012-03-18,2012,3,18,298.35,395.73,1094.22,1,1,high,1
2012-03-19,2012,3,19,307.15,393.09,1183.14,1,1,high,1
2012-03-20,2012,3,20,266.22,381.65,1096.42,1,1,high,1
2012-03-21,2012,3,21,309.36,398.81,1066.49,1,1,high,1
