Date,Year,Month,Day,SWRad,StDev,Max,Q,S,data_quality,source_priority
2012-03-22,2012,3,22,301.43,396.17,1054.6,1,1,high,1
2012-03-23,2012,3,23,299.67,390.89,1180.06,1,1,high,1
2012-03-24,2012,3,24,314.2,402.34,1075.29,1,1,high,1
2012-03-25,2012,3,25,105.11,195.45,955.56,1,1,high,1
2012-03-26,2012,3,26,164.97,220.1,893.05,1,1,high,1
2012-03-27,2012,3,27,304.07,409.38,1113.59,1,1,high,1
2012-03-28,2012,3,28,249.93,327.94,1121.95,1,1,high,1
2012-03-29,2012,3,29,328.72,419.06,1220.99,1,1,high,1
2012-03-30,2012,3,30,223.08,372.84,1195.46,1,1,high,1
2012-03-31,2012,3,31,112.15,161.99,687.04,1,1,high,1
2012-04-01,2012,4,1,308.03,397.05,1076.61,1,1,high,1
2012-04-02,2012,4,2,271.06,366.68,1144.84,1,1,high,1
2012-04-03,2012,4,3,318.16,403.66,1191.06,1,1,high,1
2012-04-04,2012,4,4,300.11,398.81,1108.3,1,1,high,1
2012-04-05,2012,4,5,116.99,176.96,1152.32,1,1,high,1
2012-04-06,2012,4,6,293.95,392.21,1266.33,1,1,high,1
2012-04-07,2012,4,7,318.16,398.81,1119.31,1,1,high,1
2012-04-08,2012,4,8,108.63,134.26,418.08,1,1,high,1
2012-04-09,2012,4,9,277.22,382.53,1191.06,1,1,high,1
2012-04-10,2012,4,10,136.8,182.68,841.99,1,1,high,1
2012-04-11,2012,4,11,324.76,415.1,1228.48,1,1,high,1
2012-04-12,2012,4,12,209.87,295.81,1070.45,1,1,high,1
2012-04-13,2012,4,13,104.67,156.27,1125.47,1,1,high,1
2012-04-14,2012,4,14,220.88,313.42,1173.45,1,1,high,1
2012-04-15,2012,4,15,130.2,207.33,1130.31,1,1,high,1
2012-04-16,2012,4,16,283.38,377.24,1097.3,1,1,high,1
2012-04-17,2012,4,17,101.58,183.56,817.78,1,1,high,1
2012-04-18,2012,4,18,98.5,173.0,787.4,1,1,high,1
2012-04-19,2012,4,19,226.6,325.3,1207.79,1,1,high,1
2012-04-20,2012,4,20,176.42,231.98,1029.51,1,1,high,1
2012-04-21,2012,4,21,224.4,348.63,1284.82,1,1,high,1
2012-04-22,2012,4,22,308.03,395.29,1133.4,1,1,high,1
2012-04-23,2012,4,23,214.27,327.94,1176.97,1,1,high,1
2012-04-24,2012,4,24,277.22,384.73,1314.75,1,1,high,1
2012-04-25,2012,4,25,302.31,383.85,1120.19,1,1,high,1
2012-04-26,2012,4,26,304.51,385.61,1032.59,1,1,high,1
2012-04-27,2012,4,27,273.26,380.77,1160.25,1,1,high,1
2012-04-28,2012,4,28,23.67,36.1,195.35,1,1,high,1
2012-04-29,2012,4,29,132.4,187.52,796.21,1,1,high,1
2012-04-30,2012,4,30,65.93,90.24,364.82,1,1,high,1
2012-05-01,2012,5,1,157.49,225.38,930.47,1,1,high,1
2012-05-02,2012,5,2,298.79,395.73,1108.3,1,1,high,1
2012-05-03,2012,5,3,203.27,305.93,1213.07,1,1,high,1
2012-05-04,2012,5,4,106.87,151.43,677.36,1,1,high,1
2012-05-05,2012,5,5,151.33,220.98,1333.24,1,1,high,1
2012-05-06,2012,5,6,299.23,385.61,1107.42,1,1,high,1
2012-05-07,2012,5,7,234.52,294.05,803.25,1,1,high,1
2012-05-08,2012,5,8,293.95,374.16,1035.67,1,1,high,1
2012-05-09,2012,5,9,238.48,326.62,1151.88,1,1,high,1
2012-05-10,2012,5,10,303.19,381.21,1014.98,1,1,high,1
2012-05-12,2012,5,12,265.72,351.85,1148.16,2,1,high,1
2012-05-13,2012,5,13,270.41,379.06,1096.55,2,1,high,1
2012-05-14,2012,5,14,260.55,364.99,1173.96,2,1,high,1
2012-05-15,2012,5,15,215.52,298.37,1118.6,2,1,high,1
2012-05-16,2012,5,16,282.6,367.33,1057.15,2,1,high,1
2012-05-17,2012,5,17,258.68,348.57,1054.33,2,1,high,1
2012-05-18,2012,5,18,234.75,317.14,1116.26,2,1,high,1
2012-05-19,2012,5,19,278.85,361.23,1080.6,2,1,high,1
2012-05-20,2012,5,20,281.67,357.48,1038.85,2,1,high,1
2012-05-21,2012,5,21,215.52,305.88,1297.81,2,1,high,1
2012-05-22,2012,5,22,167.67,256.15,1046.82,2,1,high,1
2012-05-23,2012,5,23,181.74,248.17,1012.11,2,1,high,1
2012-05-24,2012,5,24,56.95,82.1,280.26,2,1,high,1
2012-05-25,2012,5,25,139.05,216.74,902.8,2,1,high,1
2012-05-26,2012,5,26,77.12,102.27,421.47,2,1,high,1
2012-05-27,2012,5,27,203.79,292.74,968.01,2,1,high,1
2012-05-28,2012,5,28,201.91,271.63,1134.08,2,1,high,1
2012-05-29,2012,5,29,265.72,351.85,1060.9,2,1,high,1
2012-05-30,2012,5,30,155.94,224.25,944.08,2,1,high,1
2012-05-31,2012,5,31,161.1,243.95,973.64,2,1,high,1
2012-06-01,2012,6,1,82.28,118.22,585.2,2,1,high,1
2012-06-02,2012,6,2,225.84,302.59,961.44,2,1,high,1
2012-06-03,2012,6,3,279.79,358.42,1074.03,2,1,high,1
2012-06-04,2012,6,4,257.27,352.32,1118.6,2,1,high,1
2012-06-05,2012,6,5,162.04,253.8,977.86,2,1,high,1
2012-06-06,2012,6,6,86.97,144.49,679.49,2,1,high,1
2012-06-07,2012,6,7,197.69,263.18,1001.79,2,1,high,1
2012-06-08,2012,6,8,217.86,301.18,964.73,2,1,high,1
2012-06-09,2012,6,9,253.05,338.25,1073.57,2,1,high,1
2012-06-10,2012,6,10,158.28,201.73,596.92,2,1,high,1
2012-06-11,2012,6,11,248.83,338.72,1080.13,2,1,high,1
2012-06-12,2012,6,12,261.49,336.37,1070.28,2,1,high,1
2012-06-13,2012,6,13,263.84,341.53,983.49,2,1,high,1
2012-06-14,2012,6,14,282.6,357.01,971.29,2,1,high,1
2012-06-15,2012,6,15,281.67,357.95,1130.8,2,1,high,1
2012-06-16,2012,6,16,262.43,339.18,1060.43,2,1,high,1
2012-06-17,2012,6,17,230.06,318.07,1176.31,2,1,high,1
2012-06-18,2012,6,18,276.97,360.76,1021.02,2,1,high,1
2012-06-19,2012,6,19,246.48,329.8,1171.61,2,1,high,1
2012-06-20,2012,6,20,275.1,357.01,1102.18,2,1,high,1
2012-06-21,2012,6,21,284.48,361.23,1057.61,2,1,high,1
2012-06-22,2012,6,22,280.73,356.54,1019.61,2,1,high,1
2012-06-23,2012,6,23,281.2,361.23,1044.48,2,1,high,1
2012-06-24,2012,6,24,275.57,356.54,1083.89,2,1,high,1
2012-06-25,2012,6,25,291.05,365.46,974.11,2,1,high,1
2012-06-26,2012,6,26,251.64,335.9,1078.73,2,1,high,1
2012-06-27,2012,6,27,261.49,341.06,996.63,2,1,high,1
2012-06-28,2012,6,28,284.48,373.9,1062.78,2,1,high,1
2012-06-29,2012,6,29,251.17,351.85,1160.35,2,1,high,1
2012-06-30,2012,6,30,196.75,310.1,1187.1,2,1,high,1
2012-07-01,2012,7,1,209.42,286.17,968.01,2,1,high,1
2012-07-02,2012,7,2,205.67,312.44,1128.92,2,1,high,1
2012-07-03,2012,7,3,165.79,258.02,1219.47,2,1,high,1
2012-07-04,2012,7,4,145.15,191.88,755.02,2,1,high,1
2012-07-05,2012,7,5,200.51,267.88,872.31,2,1,high,1
2012-07-06,2012,7,6,94.01,145.9,913.12,2,1,high,1
2012-07-07,2012,7,7,139.52,216.74,785.99,2,1,high,1
2012-07-08,2012,7,8,61.64,82.57,254.46,2,1,high,1
2012-07-09,2012,7,9,176.58,252.39,998.03,2,1,high,1
2012-07-10,2012,7,10,74.31,94.3,269.0,2,1,high,1
2012-07-11,2012,7,11,261.02,346.69,1054.33,2,1,high,1
2012-07-12,2012,7,12,171.42,274.91,1130.8,2,1,high,1
2012-07-13,2012,7,13,113.72,176.86,676.68,2,1,high,1
2012-07-14,2012,7,14,149.37,204.54,907.96,2,1,high,1
2012-07-15,2012,7,15,208.01,306.34,1114.38,2,1,high,1
2012-07-16,2012,7,16,265.72,348.57,1048.7,2,1,high,1
2012-07-17,2012,7,17,276.04,362.64,1073.1,2,1,high,1
2012-07-18,2012,7,18,261.96,343.41,992.87,2,1,high,1
2012-07-19,2012,7,19,237.1,327.93,1059.49,2,1,high,1
2012-07-20,2012,7,20,278.38,366.39,1057.15,2,1,high,1
2012-07-21,2012,7,21,206.14,283.36,1108.75,2,1,high,1
2012-07-22,2012,7,22,208.95,266.47,1016.8,2,1,high,1
2012-07-23,2012,7,23,256.8,354.2,1029.47,2,1,high,1
2012-07-24,2012,7,24,60.23,81.16,377.84,2,1,high,1
2012-07-25,2012,7,25,264.31,339.65,1020.08,2,1,high,1
2012-07-26,2012,7,26,178.46,256.15,897.64,2,1,high,1
2012-07-27,2012,7,27,281.67,364.52,1029.0,2,1,high,1
2012-07-28,2012,7,28,261.96,347.16,1139.24,2,1,high,1
2012-07-29,2012,7,29,248.36,328.39,1131.27,2,1,high,1
2012-07-30,2012,7,30,254.93,339.65,1017.74,2,1,high,1
2012-07-31,2012,7,31,275.1,363.58,1062.31,2,1,high,1
2012-08-01,2012,8,1,259.62,336.37,1108.75,2,1,high,1
2012-08-02,2012,8,2,260.55,354.67,1089.05,2,1,high,1
2012-08-03,2012,8,3,267.59,356.07,1127.05,2,1,high,1
2012-08-04,2012,8,4,284.48,369.21,1104.06,2,1,high,1
2012-08-05,2012,8,5,290.58,373.43,1095.61,2,1,high,1
2012-08-06,2012,8,6,296.21,379.53,1082.01,2,1,high,1
2012-08-07,2012,8,7,295.74,385.63,1104.06,2,1,high,1
2012-08-08,2012,8,8,236.16,329.8,1084.82,2,1,high,1
2012-08-09,2012,8,9,262.43,361.7,1151.44,2,1,high,1
2012-08-10,2012,8,10,279.32,380.0,1029.0,2,1,high,1
2012-08-11,2012,8,11,298.09,378.59,1044.95,2,1,high,1
2012-08-12,2012,8,12,310.28,390.79,1039.79,2,1,high,1
2012-08-13,2012,8,13,291.99,384.22,1105.94,2,1,high,1
2012-08-14,2012,8,14,300.43,383.75,1120.01,2,1,high,1
2012-08-15,2012,8,15,259.62,365.93,1115.79,2,1,high,1
2012-08-16,2012,8,16,187.37,275.38,1055.74,2,1,high,1
2012-08-17,2012,8,17,260.55,347.63,1100.31,2,1,high,1
2012-08-18,2012,8,18,102.93,166.07,852.13,2,1,high,1
2012-08-19,2012,8,19,58.36,74.12,241.32,2,1,high,1
2012-08-20,2012,8,20,196.28,284.3,1196.48,2,1,high,1
2012-08-21,2012,8,21,260.09,379.53,1204.92,2,1,high,1
2012-08-22,2012,8,22,241.32,323.7,1168.8,2,1,high,1
2012-08-23,2012,8,23,284.48,382.34,1234.95,2,1,high,1
2012-08-24,2012,8,24,250.23,327.93,1188.5,2,1,high,1
2012-08-25,2012,8,25,256.33,346.22,1138.0700000000002,2,1,high,1
2012-08-26,2012,8,26,233.81,358.89,1087.64,2,1,high,1
2012-08-27,2012,8,27,168.6,254.27,1057.61,2,1,high,1
2012-08-28,2012,8,28,52.26,75.06,421.0,2,1,high,1
2012-08-29,2012,8,29,301.84,388.91,1085.76,2,1,high,1
2012-08-30,2012,8,30,238.97,317.6,1163.17,2,1,high,1
2012-08-31,2012,8,31,293.39,377.18,1129.86,2,1,high,1
2012-09-01,2012,9,1,276.04,369.21,1178.18,2,1,high,1
2012-09-02,2012,9,2,286.83,374.84,1092.8,2,1,high,1
2012-09-03,2012,9,3,298.55,386.1,1124.23,2,1,high,1
2012-09-04,2012,9,4,259.62,345.28,1061.84,2,1,high,1
2012-09-05,2012,9,5,288.23,388.91,1134.55,2,1,high,1
2012-09-06,2012,9,6,195.34,238.79,749.39,2,1,high,1
2012-09-07,2012,9,7,307.94,399.23,1131.74,2,1,high,1
2012-09-08,2012,9,8,230.53,319.95,1336.75,2,1,high,1
2012-09-09,2012,9,9,132.95,233.63,1159.89,2,1,high,1
2012-09-10,2012,9,10,238.51,335.9,1211.96,2,1,high,1
2012-09-11,2012,9,11,116.06,169.36,806.16,2,1,high,1
2012-09-12,2012,9,12,58.83,90.07,353.44,2,1,high,1
2012-09-13,2012,9,13,236.16,332.15,1245.74,2,1,high,1
2012-09-14,2012,9,14,277.44,373.43,1102.65,2,1,high,1
2012-09-15,2012,9,15,89.32,153.88,666.83,2,1,high,1
2012-09-16,2012,9,16,216.46,304.94,1029.47,2,1,high,1
2012-09-17,2012,9,17,240.38,323.7,1196.95,2,1,high,1
2012-09-18,2012,9,18,218.33,310.57,1297.81,2,1,high,1
2012-09-19,2012,9,19,135.76,204.54,947.37,2,1,high,1
2012-09-20,2012,9,20,315.44,402.05,1204.92,2,1,high,1
2012-09-21,2012,9,21,294.33,379.06,1062.31,2,1,high,1
2012-09-22,2012,9,22,305.59,398.3,1162.23,2,1,high,1
2012-09-23,2012,9,23,299.96,395.95,1174.9,2,1,high,1
2012-09-24,2012,9,24,290.58,382.81,1287.49,2,1,high,1
2012-09-25,2012,9,25,203.32,327.93,1112.5,2,1,high,1
2012-09-26,2012,9,26,64.46,88.2,312.16,2,1,high,1
2012-09-27,2012,9,27,223.96,322.76,1101.24,2,1,high,1
2012-09-28,2012,9,28,165.32,235.51,1021.02,2,1,high,1
2012-09-29,2012,9,29,261.96,372.02,1182.4,2,1,high,1
2012-09-30,2012,9,30,296.68,387.04,1085.76,2,1,high,1
2012-10-01,2012,10,1,245.07,342.47,1143.47,2,1,high,1
2012-10-02,2012,10,2,239.91,317.14,1082.01,2,1,high,1
2012-10-03,2012,10,3,307.47,399.7,1310.01,2,1,high,1
2012-10-04,2012,10,4,312.63,400.17,1076.38,2,1,high,1
2012-10-05,2012,10,5,307.0,400.17,1206.8,2,1,high,1
2012-10-06,2012,10,6,309.81,396.89,1133.15,2,1,high,1
2012-10-07,2012,10,7,301.84,385.63,1085.76,2,1,high,1
2012-10-08,2012,10,8,281.67,370.15,1205.86,2,1,high,1
2012-10-09,2012,10,9,290.11,386.1,1125.64,2,1,high,1
2012-10-10,2012,10,10,299.96,386.57,1106.87,2,1,high,1
2012-10-11,2012,10,11,315.91,402.99,1116.73,2,1,high,1
2012-10-12,2012,10,12,284.95,386.1,1132.68,2,1,high,1
2012-10-13,2012,10,13,205.67,283.36,1151.44,2,1,high,1
2012-10-14,2012,10,14,259.62,373.9,1086.23,2,1,high,1
2012-10-15,2012,10,15,160.16,260.84,1167.39,2,1,high,1
2012-10-16,2012,10,16,232.88,368.74,1147.69,2,1,high,1
2012-10-17,2012,10,17,68.68,92.42,300.43,2,1,high,1
2012-10-18,2012,10,18,150.31,234.57,908.43,2,1,high,1
2012-10-19,2012,10,19,302.31,385.16,1046.82,2,1,high,1
2012-10-20,2012,10,20,182.68,259.43,1059.49,2,1,high,1
2012-10-21,2012,10,21,53.2,96.64,491.37,2,1,high,1
2012-10-22,2012,10,22,236.63,334.49,1181.0,2,1,high,1
2012-10-23,2012,10,23,277.91,370.15,1182.4,2,1,high,1
2012-10-24,2012,10,24,238.97,331.21,1230.73,2,1,high,1
2012-10-25,2012,10,25,80.41,113.53,529.84,2,1,high,1
2012-10-26,2012,10,26,269.94,359.36,1201.64,2,1,high,1
2012-10-27,2012,10,27,234.75,343.88,1157.54,2,1,high,1
2012-10-28,2012,10,28,190.18,281.48,1128.92,2,1,high,1
2012-10-29,2012,10,29,123.57,182.49,1158.95,2,1,high,1
2012-10-30,2012,10,30,267.12,355.13,1191.79,2,1,high,1
2012-10-31,2012,10,31,208.95,306.81,1221.81,2,1,high,1
2012-11-01,2012,11,1,108.55,208.3,1024.78,2,1,high,1
2012-11-02,2012,11,2,121.22,184.84,796.78,2,1,high,1
2012-11-03,2012,11,3,81.35,134.17,435.54,2,1,high,1
2012-11-04,2012,11,4,207.54,291.33,1218.53,2,1,high,1
2012-11-05,2012,11,5,244.13,313.85,1108.75,2,1,high,1
2012-11-06,2012,11,6,27.86,38.47,113.25,2,1,high,1
2012-11-07,2012,11,7,284.01,372.96,1029.94,2,1,high,1
2012-11-08,2012,11,8,127.32,203.6,1056.68,2,1,high,1
2012-11-09,2012,11,9,77.12,165.6,1044.95,2,1,high,1
2012-11-10,2012,11,10,60.23,100.39,534.06,2,1,high,1
2012-11-11,2012,11,11,30.68,46.91,168.14,2,1,high,1
2012-11-12,2012,11,12,53.67,72.25,284.01,2,1,high,1
2012-11-13,2012,11,13,161.57,234.1,1084.36,2,1,high,1
2012-11-14,2012,11,14,236.16,340.12,1239.64,2,1,high,1
2012-11-15,2012,11,15,108.55,159.04,720.31,2,1,high,1
2012-11-16,2012,11,16,220.21,300.25,1277.17,2,1,high,1
2012-11-17,2012,11,17,223.02,325.58,1239.64,2,1,high,1
2012-11-18,2012,11,18,261.49,349.04,1052.45,2,1,high,1
2012-11-19,2012,11,19,182.68,282.42,1098.43,2,1,high,1
2012-11-20,2012,11,20,254.46,352.32,1032.28,2,1,high,1
2012-11-21,2012,11,21,196.28,311.97,1151.44,2,1,high,1
2012-11-22,2012,11,22,262.9,349.04,1066.06,2,1,high,1
2012-11-23,2012,11,23,238.04,332.62,1168.8,2,1,high,1
2012-11-24,2012,11,24,269.47,360.3,983.96,2,1,high,1
2012-11-25,2012,11,25,223.96,330.27,1246.21,2,1,high,1
2012-11-26,2012,11,26,175.17,258.02,1261.69,2,1,high,1
2012-11-27,2012,11,27,215.52,318.54,1255.59,2,1,high,1
2012-11-28,2012,11,28,231.94,325.58,1122.36,2,1,high,1
2012-11-29,2012,11,29,101.99,157.63,831.96,2,1,high,1
2012-11-30,2012,11,30,75.25,117.28,579.1,2,1,high,1
2012-12-01,2012,12,1,108.09,135.58,422.41,2,1,high,1
2012-12-02,2012,12,2,250.7,337.31,1059.96,2,1,high,1
2012-12-03,2012,12,3,242.73,333.09,991.0,2,1,high,1
2012-12-04,2012,12,4,265.72,354.67,1001.79,2,1,high,1
2012-12-05,2012,12,5,257.27,342.0,1087.17,2,1,high,1
2012-12-06,2012,12,6,249.76,341.53,1167.86,2,1,high,1
2012-12-07,2012,12,7,231.0,354.67,1059.02,2,1,high,1
2012-12-08,2012,12,8,251.64,350.91,1155.66,2,1,high,1
2012-12-09,2012,12,9,212.7,296.02,1038.85,2,1,high,1
2012-12-10,2012,12,10,217.39,299.31,1147.69,2,1,high,1
2012-12-11,2012,12,11,156.88,233.63,1075.44,2,1,high,1
2012-12-12,2012,12,12,265.72,357.48,1153.79,2,1,high,1
2012-12-13,2012,12,13,263.37,354.2,1052.92,2,1,high,1
2012-12-14,2012,12,14,124.51,164.67,592.23,2,1,high,1
2012-12-15,2012,12,15,69.15,117.28,644.78,2,1,high,1
2012-12-16,2012,12,16,270.41,364.52,1068.4,2,1,high,1
2012-12-17,2012,12,17,259.62,354.67,1044.48,2,1,high,1
2012-12-18,2012,12,18,171.89,259.9,1176.77,2,1,high,1
2012-12-19,2012,12,19,101.99,190.0,1219.0,2,1,high,1
2012-12-20,2012,12,20,124.51,201.73,1130.33,2,1,high,1
2012-12-21,2012,12,21,212.23,311.97,1141.12,2,1,high,1
2012-12-22,2012,12,22,268.06,356.07,1122.82,2,1,high,1
2012-12-23,2012,12,23,90.73,115.41,381.12,2,1,high,1
2012-12-24,2012,12,24,136.23,201.73,682.31,2,1,high,1
2012-12-25,2012,12,25,272.28,348.57,1092.8,2,1,high,1
2012-12-26,2012,12,26,163.91,256.62,1222.28,2,1,high,1
2012-12-27,2012,12,27,194.41,263.65,992.87,2,1,high,1
2012-12-28,2012,12,28,171.89,239.26,1005.07,2,1,high,1
2012-12-29,2012,12,29,247.89,346.69,1074.5,2,1,high,1
2012-12-30,2012,12,30,244.6,330.74,1036.97,2,1,high,1
2012-12-31,2012,12,31,99.64,135.11,577.22,2,1,high,1
2013-01-01,2013,1,1,269.0,358.89,1084.36,2,1,high,1
2013-01-02,2013,1,2,157.81,243.95,1053.86,2,1,high,1
2013-01-03,2013,1,3,183.62,259.9,1101.71,2,1,high,1
2013-01-04,2013,1,4,198.63,306.34,1239.64,2,1,high,1
2013-01-05,2013,1,5,170.48,272.57,1107.34,2,1,high,1
2013-01-06,2013,1,6,190.65,277.73,1140.65,2,1,high,1
2013-01-07,2013,1,7,212.7,309.63,1071.22,2,1,high,1
2013-01-08,2013,1,8,238.51,349.04,1153.79,2,1,high,1
2013-01-09,2013,1,9,135.3,232.22,1273.42,2,1,high,1
2013-01-10,2013,1,10,251.64,347.16,1161.76,2,1,high,1
2013-01-11,2013,1,11,273.69,359.83,1149.1,2,1,high,1
2013-01-12,2013,1,12,276.51,368.74,1104.53,2,1,high,1
2013-01-13,2013,1,13,201.44,309.16,1120.01,2,1,high,1
2013-01-14,2013,1,14,276.51,364.99,1135.49,2,1,high,1
2013-01-15,2013,1,15,127.32,206.42,1302.03,2,1,high,1
2013-01-16,2013,1,16,123.57,243.01,1158.01,2,1,high,1
2013-01-17,2013,1,17,41.47,72.72,252.11,2,1,high,1
2013-01-18,2013,1,18,182.21,263.18,1257.94,2,1,high,1
2013-01-19,2013,1,19,181.27,258.02,1169.74,2,1,high,1
2013-01-20,2013,1,20,209.42,297.9,1079.19,2,1,high,1
2013-01-21,2013,1,21,227.25,312.91,1184.75,2,1,high,1
2013-01-22,2013,1,22,272.28,382.34,1111.56,2,1,high,1
2013-01-23,2013,1,23,187.37,248.64,1113.44,2,1,high,1
2013-01-24,2013,1,24,208.48,325.58,1198.35,2,1,high,1
2013-01-25,2013,1,25,208.01,258.49,1072.16,2,1,high,1
2013-01-26,2013,1,26,280.26,369.21,1170.21,2,1,high,1
2013-01-27,2013,1,27,243.67,348.57,1183.34,2,1,high,1
2013-01-28,2013,1,28,250.23,360.76,1084.36,2,1,high,1
2013-01-29,2013,1,29,250.23,358.89,1168.8,2,1,high,1
2013-01-30,2013,1,30,283.54,383.75,1220.87,2,1,high,1
2013-01-31,2013,1,31,281.2,384.22,1121.42,2,1,high,1
2013-02-01,2013,2,1,268.53,369.21,1309.07,2,1,high,1
2013-02-02,2013,2,2,177.99,285.23,1260.75,2,1,high,1
2013-02-03,2013,2,3,116.53,178.74,694.5,2,1,high,1
2013-02-04,2013,2,4,173.3,268.81,1147.69,2,1,high,1
2013-02-05,2013,2,5,147.49,212.99,944.55,2,1,high,1
2013-02-06,2013,2,6,172.83,291.33,1286.55,2,1,high,1
2013-02-07,2013,2,7,109.96,154.81,618.97,2,1,high,1
2013-02-08,2013,2,8,194.88,311.04,1217.12,2,1,high,1
2013-02-09,2013,2,9,233.34,357.95,1214.77,2,1,high,1
2013-02-10,2013,2,10,216.93,319.01,1290.77,2,1,high,1
2013-02-11,2013,2,11,107.15,160.91,949.24,2,1,high,1
2013-02-12,2013,2,12,298.09,389.38,1082.01,2,1,high,1
2013-02-13,2013,2,13,299.02,392.2,1229.32,2,1,high,1
2013-02-14,2013,2,14,250.7,354.2,1355.98,2,1,high,1
2013-02-15,2013,2,15,186.43,281.01,1109.22,2,1,high,1
2013-02-16,2013,2,16,171.89,250.05,911.71,2,1,high,1
2013-02-17,2013,2,17,174.7,271.16,1234.48,2,1,high,1
2013-02-18,2013,2,18,294.33,386.57,1054.33,2,1,high,1
2013-02-19,2013,2,19,241.32,364.05,1187.1,2,1,high,1
2013-02-20,2013,2,20,253.05,348.1,1095.15,2,1,high,1
2013-02-21,2013,2,21,219.27,301.18,1079.66,2,1,high,1
2013-02-22,2013,2,22,279.32,370.15,1129.39,2,1,high,1
2013-02-23,2013,2,23,211.3,290.86,1021.49,2,1,high,1
2013-02-24,2013,2,24,219.74,292.27,982.08,2,1,high,1
2013-02-25,2013,2,25,270.41,369.68,1116.73,2,1,high,1
2013-02-26,2013,2,26,268.53,351.85,1234.48,2,1,high,1
2013-02-27,2013,2,27,253.52,332.15,1279.52,2,1,high,1
2013-02-28,2013,2,28,289.17,386.57,1072.63,2,1,high,1
2013-03-01,2013,3,1,248.83,355.6,1172.55,2,1,high,1
2013-03-02,2013,3,2,218.8,326.99,1252.77,2,1,high,1
2013-03-03,2013,3,3,296.21,376.25,1073.1,2,1,high,1
2013-03-04,2013,3,4,221.62,328.86,1261.69,2,1,high,1
2013-03-05,2013,3,5,301.37,381.41,1070.75,2,1,high,1
2013-03-06,2013,3,6,266.18,365.46,1095.15,2,1,high,1
2013-03-07,2013,3,7,304.65,385.63,1014.45,2,1,high,1
2013-03-08,2013,3,8,245.07,354.2,1150.97,2,1,high,1
2013-03-09,2013,3,9,270.41,363.11,1083.89,2,1,high,1
2013-03-10,2013,3,10,299.02,387.04,1090.92,2,1,high,1
2013-03-11,2013,3,11,299.49,386.57,1082.95,2,1,high,1
2013-03-12,2013,3,12,305.12,389.38,1133.15,2,1,high,1
2013-03-13,2013,3,13,277.91,383.75,1157.54,2,1,high,1
2013-03-14,2013,3,14,288.23,374.84,1167.39,2,1,high,1
2013-03-15,2013,3,15,273.22,362.64,1110.63,2,1,high,1
2013-03-16,2013,3,16,256.33,356.54,1133.61,2,1,high,1
2013-03-17,2013,3,17,285.89,384.69,1045.42,2,1,high,1
2013-03-18,2013,3,18,251.17,348.57,1241.05,2,1,high,1
2013-03-19,2013,3,19,147.02,205.48,994.28,2,1,high,1
2013-03-20,2013,3,20,280.73,371.09,1022.9,2,1,high,1
2013-03-21,2013,3,21,212.7,313.38,1188.03,2,1,high,1
2013-03-22,2013,3,22,293.86,378.59,1065.12,2,1,high,1
