Date,Year,Month,Day,UWND,VWND,WSPD,WDIR
2011-09-07,2011,September,7,0.4,4.4,4.4,5.8
2011-09-08,2011,September,8,0.5,3.6,3.6,7.5
2011-09-09,2011,September,9,5.0,3.3,6.0,56.4
2011-09-10,2011,September,10,7.4,3.5,8.2,64.5
2011-09-11,2011,September,11,5.8,5.8,8.2,44.9
2011-09-12,2011,September,12,2.2,7.6,8.0,16.4
2011-09-13,2011,September,13,3.5,5.6,6.6,32.2
2011-09-14,2011,September,14,4.1,5.0,6.5,39.4
2011-09-15,2011,September,15,1.2,5.0,5.1,13.6
2011-09-16,2011,September,16,0.6,4.8,4.8,7.5
2011-09-17,2011,September,17,2.0,4.0,4.5,26.8
2011-09-18,2011,September,18,2.2,4.2,4.8,27.7
2011-09-19,2011,September,19,3.0,3.3,4.5,43.0
2011-09-20,2011,September,20,3.4,4.0,5.3,40.0
2011-09-21,2011,September,21,2.8,4.6,5.4,31.1
2011-09-22,2011,September,22,0.6,6.3,6.3,5.1
2011-09-23,2011,September,23,0.0,5.3,5.3,0.1
2011-09-24,2011,September,24,,3.6,3.6,354.8
2011-09-25,2011,September,25,0.5,3.0,3.1,9.3
2011-09-26,2011,September,26,3.2,3.3,4.6,44.7
2011-09-27,2011,September,27,5.5,4.7,7.2,49.6
2011-09-28,2011,September,28,5.8,4.9,7.6,50.2
2011-09-29,2011,September,29,6.4,5.5,8.4,49.5
2011-09-30,2011,September,30,4.8,7.0,8.4,34.6
2011-10-01,2011,Oktober,1,4.5,4.8,6.6,43.0
2011-10-02,2011,Oktober,2,3.9,5.2,6.5,36.9
2011-10-03,2011,Oktober,3,4.0,4.6,6.1,40.4
2011-10-04,2011,Oktober,4,5.8,2.4,6.2,67.9
2011-10-05,2011,Oktober,5,5.5,1.2,5.6,77.9
2011-10-06,2011,Oktober,6,5.3,0.2,5.3,88.0
2011-10-07,2011,Oktober,7,6.6,0.6,6.6,84.6
2011-10-08,2011,Oktober,8,6.2,2.0,6.5,72.3
2011-10-09,2011,Oktober,9,6.2,2.4,6.6,69.0
2011-10-10,2011,Oktober,10,5.0,2.3,5.5,65.1
2011-10-11,2011,Oktober,11,4.8,2.3,5.4,64.2
2011-10-12,2011,Oktober,12,2.6,3.9,4.7,34.4
2011-10-13,2011,Oktober,13,0.9,3.6,3.7,13.5
2011-10-14,2011,Oktober,14,0.3,3.8,3.8,4.0
2011-10-15,2011,Oktober,15,,1.2,1.8,313.0
2011-10-16,2011,Oktober,16,,,0.9,234.3
2011-10-17,2011,Oktober,17,0.5,0.5,0.7,43.0
2011-10-18,2011,Oktober,18,0.3,,2.1,172.3
2011-10-19,2011,Oktober,19,,,3.5,201.6
2011-10-20,2011,Oktober,20,0.7,,1.8,157.4
2011-10-21,2011,Oktober,21,,0.0,1.1,268.0
2011-10-22,2011,Oktober,22,,2.4,2.6,339.6
2011-10-23,2011,Oktober,23,0.2,0.8,0.8,16.4
2011-10-24,2011,Oktober,24,0.6,1.5,1.6,21.2
2011-10-25,2011,Oktober,25,2.9,,2.9,96.1
2011-10-26,2011,Oktober,26,,,2.7,182.4
2011-10-27,2011,Oktober,27,,,3.0,264.2
2011-10-28,2011,Oktober,28,,1.2,1.8,313.0
2014-12-01,2014,Desember,1,0.4,0.7,0.8,28.6
2014-12-02,2014,Desember,2,4.1,0.9,4.2,76.8
2014-12-03,2014,Desember,3,,,1.2,205.4
2014-12-04,2014,Desember,4,,2.3,3.5,312.5
2014-12-05,2014,Desember,5,,3.7,4.6,323.6
2014-12-06,2014,Desember,6,,5.1,5.6,336.4
2014-12-07,2014,Desember,7,0.1,2.1,2.1,3.4
2014-12-08,2014,Desember,8,,,1.6,267.3
2014-12-09,2014,Desember,9,,,2.3,216.2
2014-12-10,2014,Desember,10,,,1.6,202.9
2014-12-11,2014,Desember,11,,,3.0,231.7
2014-12-12,2014,Desember,12,,,6.1,229.5
2014-12-13,2014,Desember,13,,,4.0,238.1
2014-12-14,2014,Desember,14,,,3.5,258.3
2014-12-15,2014,Desember,15,,0.8,1.4,307.1
2014-12-16,2014,Desember,16,,,2.2,239.7
2014-12-17,2014,Desember,17,,,3.3,247.7
2014-12-18,2014,Desember,18,,0.5,4.1,276.9
2014-12-19,2014,Desember,19,,1.8,2.4,317.6
2014-12-20,2014,Desember,20,5.6,0.2,5.6,87.6
2014-12-21,2014,Desember,21,0.4,0.2,0.5,60.5
2014-12-22,2014,Desember,22,,,1.5,268.1
2014-12-23,2014,Desember,23,,,5.3,245.0
2014-12-24,2014,Desember,24,,1.1,1.9,306.1
2014-12-25,2014,Desember,25,2.5,,2.5,98.7
2014-12-26,2014,Desember,26,2.4,0.8,2.5,70.7
2014-12-27,2014,Desember,27,1.6,2.8,3.2,30.3
2014-12-28,2014,Desember,28,1.7,2.9,3.4,30.4
2014-12-29,2014,Desember,29,,2.0,2.6,319.7
2014-12-30,2014,Desember,30,1.9,2.8,3.4,34.4
2014-12-31,2014,Desember,31,1.3,2.4,2.8,28.7
2015-01-01,2015,Januari,1,0.8,2.9,3.0,15.3
2015-01-02,2015,Januari,2,0.9,,1.0,114.6
2015-01-03,2015,Januari,3,,,1.3,189.7
2015-01-04,2015,Januari,4,,,1.4,187.2
2015-01-05,2015,Januari,5,0.1,,2.0,178.1
2015-01-06,2015,Januari,6,,0.2,0.3,321.0
2015-01-07,2015,Januari,7,,,3.0,197.5
2015-01-08,2015,Januari,8,,,4.0,206.3
2015-01-09,2015,Januari,9,0.5,,1.7,161.9
2015-01-10,2015,Januari,10,0.9,,5.3,170.6
2015-01-11,2015,Januari,11,,,4.7,186.9
2015-01-12,2015,Januari,12,,,5.5,184.1
2015-01-13,2015,Januari,13,0.1,,4.1,178.8
2015-01-14,2015,Januari,14,,,1.4,184.2
2015-01-15,2015,Januari,15,,,0.9,196.4
2015-01-16,2015,Januari,16,,,1.6,208.2
2015-01-17,2015,Januari,17,,,2.9,194.0
2015-01-18,2015,Januari,18,,,4.0,226.6
2015-01-19,2015,Januari,19,,,6.7,240.5
2015-01-20,2015,Januari,20,,,5.8,229.3
2015-01-21,2015,Januari,21,,,6.3,242.2
2015-01-22,2015,Januari,22,,,6.6,244.4
2015-01-23,2015,Januari,23,,,3.6,235.2
2015-01-24,2015,Januari,24,,,7.1,235.5
2015-05-10,2015,Mei,10,0.8,4.5,4.6,9.6
2015-05-11,2015,Mei,11,2.5,2.8,3.7,41.5
2015-05-12,2015,Mei,12,4.0,4.4,6.0,41.7
2015-05-13,2015,Mei,13,4.2,3.5,5.5,49.9
2015-05-14,2015,Mei,14,,1.8,2.0,335.5
2015-05-15,2015,Mei,15,0.5,4.9,4.9,5.8
2015-05-16,2015,Mei,16,1.9,6.2,6.5,16.6
2015-05-17,2015,Mei,17,1.9,3.8,4.2,26.3
2015-05-18,2015,Mei,18,1.1,2.7,2.9,21.1
2015-05-19,2015,Mei,19,2.3,4.0,4.6,30.6
2015-05-20,2015,Mei,20,3.8,4.7,6.0,39.2
2015-05-21,2015,Mei,21,2.5,4.8,5.4,27.8
2015-05-22,2015,Mei,22,0.9,4.0,4.1,12.6
2015-05-23,2015,Mei,23,1.4,2.1,2.6,33.0
2015-05-24,2015,Mei,24,4.7,2.9,5.5,57.8
2015-05-25,2015,Mei,25,3.6,3.7,5.2,44.8
2015-05-26,2015,Mei,26,3.4,4.8,5.8,35.5
2015-05-27,2015,Mei,27,3.5,3.5,4.9,44.7
2015-05-28,2015,Mei,28,1.8,4.6,4.9,21.1
2015-05-29,2015,Mei,29,1.7,4.8,5.1,19.6
2015-05-30,2015,Mei,30,1.3,2.2,2.6,30.0
2015-05-31,2015,Mei,31,2.1,1.7,2.7,51.9
2015-06-01,2015,Juni,1,2.4,1.6,2.9,57.5
2015-06-02,2015,Juni,2,,0.0,1.2,270.6
2015-06-03,2015,Juni,3,,1.2,2.4,298.9
2015-06-04,2015,Juni,4,,1.3,2.9,296.4
2015-06-05,2015,Juni,5,0.4,,2.1,169.9
2015-06-06,2015,Juni,6,1.8,,2.0,116.7
2015-06-07,2015,Juni,7,4.5,1.9,4.9,66.6
2015-06-08,2015,Juni,8,1.7,0.3,1.7,80.1
2015-06-09,2015,Juni,9,3.8,,3.9,97.7
2015-06-10,2015,Juni,10,4.6,0.6,4.7,83.0
2015-06-11,2015,Juni,11,3.9,1.6,4.2,68.0
2015-06-12,2015,Juni,12,3.3,,3.3,93.0
2015-06-13,2015,Juni,13,3.0,,3.0,96.6
2015-06-14,2015,Juni,14,4.1,2.3,4.7,60.8
2015-06-15,2015,Juni,15,4.6,3.6,5.9,51.9
2015-06-16,2015,Juni,16,4.4,3.7,5.8,49.9
2015-06-17,2015,Juni,17,5.0,4.7,6.9,46.8
2015-06-18,2015,Juni,18,2.5,5.9,6.4,23.0
2015-06-19,2015,Juni,19,1.8,6.4,6.6,15.7
2015-06-20,2015,Juni,20,1.9,7.0,7.2,15.2
2015-06-21,2015,Juni,21,1.1,6.4,6.5,9.6
2015-06-22,2015,Juni,22,,6.3,6.3,359.1
2015-06-23,2015,Juni,23,0.1,6.3,6.3,0.8
2015-06-24,2015,Juni,24,0.9,5.5,5.6,9.3
2015-06-25,2015,Juni,25,2.2,4.8,5.3,24.8
2015-06-26,2015,Juni,26,2.9,4.5,5.4,32.2
2015-06-27,2015,Juni,27,3.2,4.5,5.5,35.5
2015-06-28,2015,Juni,28,0.9,4.5,4.6,11.1
2015-06-29,2015,Juni,29,3.2,1.2,3.4,68.7
2015-06-30,2015,Juni,30,2.0,2.9,3.6,35.0
2015-07-01,2015,Juli,1,2.9,3.2,4.3,42.0
2015-07-02,2015,Juli,2,1.9,2.3,3.0,39.9
2015-07-03,2015,Juli,3,3.6,4.4,5.7,39.3
2015-07-04,2015,Juli,4,4.8,4.7,6.7,45.4
2015-07-05,2015,Juli,5,5.5,6.2,8.3,41.5
2015-07-06,2015,Juli,6,5.2,7.0,8.7,36.9
2015-07-07,2015,Juli,7,6.6,6.3,9.1,46.0
2015-07-08,2015,Juli,8,6.2,6.0,8.6,46.3
2015-07-09,2015,Juli,9,5.7,5.0,7.6,48.7
2015-07-10,2015,Juli,10,6.2,4.2,7.5,55.8
2015-07-11,2015,Juli,11,7.3,2.8,7.9,68.8
2015-07-12,2015,Juli,12,8.1,2.4,8.5,73.9
2015-07-13,2015,Juli,13,8.5,2.7,8.9,72.3
2015-07-14,2015,Juli,14,8.8,6.6,11.0,52.9
2015-07-15,2015,Juli,15,6.2,5.1,8.1,50.6
2015-07-16,2015,Juli,16,6.4,6.9,9.4,42.8
2015-07-17,2015,Juli,17,6.4,3.2,7.2,63.4
2015-07-18,2015,Juli,18,7.5,2.0,7.7,74.6
2015-07-19,2015,Juli,19,6.0,2.2,6.4,70.0
2015-07-20,2015,Juli,20,5.4,3.5,6.4,56.6
2015-07-21,2015,Juli,21,2.5,5.4,5.9,24.6
2015-07-22,2015,Juli,22,0.4,6.5,6.5,3.9
2015-07-23,2015,Juli,23,0.4,3.2,3.3,7.0
2015-07-24,2015,Juli,24,1.8,0.5,1.9,73.3
2015-07-25,2015,Juli,25,3.4,3.7,5.0,42.5
2015-07-26,2015,Juli,26,3.4,3.8,5.0,42.0
2015-07-27,2015,Juli,27,0.9,3.0,3.1,17.5
2015-07-28,2015,Juli,28,1.3,1.0,1.7,51.6
2015-07-29,2015,Juli,29,3.4,3.3,4.7,45.2
2015-07-30,2015,Juli,30,1.1,2.1,2.4,28.3
2015-07-31,2015,Juli,31,2.5,2.4,3.5,46.7
2015-08-01,2015,Agustus,1,3.4,2.7,4.3,52.0
2015-08-02,2015,Agustus,2,5.1,4.6,6.9,48.2
2015-08-03,2015,Agustus,3,4.2,6.0,7.3,35.1
2015-08-04,2015,Agustus,4,3.1,6.5,7.2,25.6
2015-08-05,2015,Agustus,5,4.2,4.7,6.3,41.9
2015-08-06,2015,Agustus,6,6.4,4.5,7.8,55.2
2015-08-07,2015,Agustus,7,5.8,4.8,7.5,50.1
2015-08-08,2015,Agustus,8,3.3,5.1,6.0,32.6
2015-08-09,2015,Agustus,9,5.1,3.9,6.5,52.3
2015-08-10,2015,Agustus,10,6.2,6.6,9.0,43.0
2015-08-11,2015,Agustus,11,2.0,3.7,4.2,28.5
2015-08-12,2015,Agustus,12,3.1,3.5,4.7,41.2
2015-08-13,2015,Agustus,13,6.2,2.6,6.7,67.2
2015-08-14,2015,Agustus,14,2.6,4.3,5.0,31.2
2015-08-15,2015,Agustus,15,3.0,2.5,3.9,49.9
2015-08-16,2015,Agustus,16,1.7,2.4,3.0,36.0
2015-08-17,2015,Agustus,17,0.9,5.2,5.3,9.5
2015-08-18,2015,Agustus,18,0.4,4.3,4.3,5.2
2015-08-19,2015,Agustus,19,1.1,1.9,2.1,30.6
2015-08-20,2015,Agustus,20,3.1,3.1,4.4,44.6
2015-08-21,2015,Agustus,21,1.6,3.7,4.1,23.5
2015-08-22,2015,Agustus,22,1.5,4.9,5.1,16.8
2015-08-23,2015,Agustus,23,3.2,4.7,5.6,34.1
2015-08-24,2015,Agustus,24,4.3,2.9,5.2,56.7
2015-08-25,2015,Agustus,25,4.0,4.6,6.2,41.1
2015-08-26,2015,Agustus,26,1.9,5.6,5.9,18.4
2015-08-27,2015,Agustus,27,0.5,3.9,3.9,7.4
2015-08-28,2015,Agustus,28,1.0,1.3,1.6,38.6
2015-08-29,2015,Agustus,29,1.0,2.5,2.7,22.2
2015-08-30,2015,Agustus,30,1.8,3.6,4.0,26.5
2015-08-31,2015,Agustus,31,2.1,0.7,2.2,71.1
2015-09-01,2015,September,1,0.8,4.2,4.3,11.2
2015-09-02,2015,September,2,0.3,4.3,4.3,4.7
2015-09-03,2015,September,3,2.4,4.9,5.4,26.1
2015-09-04,2015,September,4,0.6,2.2,2.2,16.0
2015-09-05,2015,September,5,,1.1,1.3,327.4
2015-09-06,2015,September,6,,3.9,4.3,333.7
2015-09-07,2015,September,7,2.4,2.5,3.4,44.0
2015-09-08,2015,September,8,2.9,3.1,4.2,42.9
2015-09-09,2015,September,9,1.2,5.1,5.3,13.4
2015-09-10,2015,September,10,,5.9,6.1,346.2
2015-09-11,2015,September,11,,5.4,5.4,354.1
2015-09-12,2015,September,12,0.7,5.3,5.4,7.5
2015-09-13,2015,September,13,1.3,6.5,6.6,11.5
2015-09-14,2015,September,14,3.2,6.4,7.2,26.9
2015-09-15,2015,September,15,3.2,5.8,6.7,28.6
2015-09-16,2015,September,16,4.1,5.3,6.7,37.9
2015-09-17,2015,September,17,2.1,8.0,8.3,14.5
2015-09-18,2015,September,18,0.0,7.3,7.3,359.7
2015-09-19,2015,September,19,,3.6,3.6,356.2
2015-09-20,2015,September,20,,2.3,2.4,349.9
2015-09-21,2015,September,21,2.6,3.0,3.9,41.3
2015-09-22,2015,September,22,2.1,4.3,4.8,26.2
2015-09-23,2015,September,23,1.2,4.8,4.9,14.5
2015-09-24,2015,September,24,3.1,4.5,5.4,34.7
2015-09-25,2015,September,25,1.6,3.5,3.8,25.4
2015-09-26,2015,September,26,2.8,5.0,5.8,29.3
2015-09-27,2015,September,27,1.3,6.2,6.3,12.2
2015-09-28,2015,September,28,1.5,4.9,5.2,16.4
2015-09-29,2015,September,29,,3.9,3.9,354.4
2015-09-30,2015,September,30,,,1.1,186.8
2015-10-01,2015,Oktober,1,,,2.1,265.7
2015-10-02,2015,Oktober,2,,0.8,2.0,293.0
2015-10-03,2015,Oktober,3,,1.9,1.9,355.5
2015-10-04,2015,Oktober,4,1.9,4.4,4.8,23.1
2015-10-05,2015,Oktober,5,2.2,4.7,5.2,25.3
2015-10-06,2015,Oktober,6,2.0,3.7,4.2,29.1
2015-10-07,2015,Oktober,7,,2.1,2.3,336.1
2015-10-08,2015,Oktober,8,,3.8,3.8,358.0
2015-10-09,2015,Oktober,9,,2.2,2.2,352.8
2015-10-10,2015,Oktober,10,,2.0,2.0,347.0
2015-10-11,2015,Oktober,11,,1.5,1.5,353.4
2015-10-12,2015,Oktober,12,,0.9,1.0,348.8
2015-10-13,2015,Oktober,13,,0.5,0.6,328.8
2015-10-14,2015,Oktober,14,0.1,,1.5,176.6
2015-10-15,2015,Oktober,15,,,1.5,191.6
2015-10-16,2015,Oktober,16,0.1,0.4,0.4,12.6
2015-10-17,2015,Oktober,17,,0.9,1.2,324.1
2015-10-18,2015,Oktober,18,,1.1,1.3,326.8
2015-10-19,2015,Oktober,19,1.5,0.6,1.6,67.9
2015-10-20,2015,Oktober,20,1.8,0.8,1.9,65.0
2015-10-21,2015,Oktober,21,2.1,2.2,3.0,44.0
2015-10-22,2015,Oktober,22,1.4,0.8,1.6,57.9
2015-10-23,2015,Oktober,23,0.5,3.2,3.3,9.4
2015-10-24,2015,Oktober,24,0.3,1.4,1.5,10.8
2015-10-25,2015,Oktober,25,2.6,2.5,3.7,46.0
2015-10-26,2015,Oktober,26,1.6,1.1,1.9,55.6
2015-10-27,2015,Oktober,27,2.3,2.5,3.5,42.5
2015-10-28,2015,Oktober,28,,4.5,4.6,349.1
2015-10-29,2015,Oktober,29,,3.7,4.4,327.2
2015-10-30,2015,Oktober,30,,,2.4,253.2
2015-10-31,2015,Oktober,31,,,1.4,263.2
2015-11-01,2015,November,1,0.3,0.9,0.9,20.5
2015-11-02,2015,November,2,1.3,0.0,1.3,91.9
2015-11-03,2015,November,3,3.0,1.9,3.5,58.2
2015-11-04,2015,November,4,4.4,4.5,6.3,44.6
2015-11-05,2015,November,5,5.5,4.7,7.2,49.1
2015-11-06,2015,November,6,4.6,4.1,6.1,48.3
2015-11-07,2015,November,7,,3.8,3.9,358.5
2015-11-08,2015,November,8,,0.9,2.6,289.5
2015-11-09,2015,November,9,2.4,,3.1,127.0
2015-11-10,2015,November,10,3.0,,4.0,131.1
2015-11-11,2015,November,11,7.0,,7.0,94.3
2015-11-12,2015,November,12,2.6,,4.2,141.3
2015-11-13,2015,November,13,0.3,2.8,2.8,7.3
2015-11-14,2015,November,14,2.5,4.7,5.3,28.4
2015-11-15,2015,November,15,3.0,4.8,5.6,31.9
2015-11-16,2015,November,16,0.7,,0.8,114.1
2015-11-17,2015,November,17,,,2.2,196.2
2015-11-18,2015,November,18,,,2.8,240.1
2015-11-19,2015,November,19,,1.7,1.9,332.1
2015-11-20,2015,November,20,1.9,4.5,4.9,22.6
2015-11-21,2015,November,21,1.3,0.7,1.4,62.8
2015-11-22,2015,November,22,,,4.5,196.4
2015-11-23,2015,November,23,,,4.4,220.7
2015-11-24,2015,November,24,,,3.3,208.9
2015-11-25,2015,November,25,,,2.3,199.0
2016-03-09,2016,Maret,9,,,2.8,185.8
2016-03-10,2016,Maret,10,,,2.2,263.4
2016-03-11,2016,Maret,11,,1.1,4.6,284.1
2016-03-12,2016,Maret,12,,2.1,3.0,312.8
2016-03-13,2016,Maret,13,,0.8,2.0,293.9
2016-03-14,2016,Maret,14,0.8,,1.4,146.5
2016-03-15,2016,Maret,15,,,3.4,181.2
2016-03-16,2016,Maret,16,,,4.1,201.9
2016-03-17,2016,Maret,17,,,4.2,245.0
2016-03-18,2016,Maret,18,,,4.6,246.4
2016-03-19,2016,Maret,19,,,4.2,207.2
2016-03-20,2016,Maret,20,,,3.7,199.7
2016-03-21,2016,Maret,21,,,1.6,225.4
2016-03-22,2016,Maret,22,,,2.1,248.1
2016-03-23,2016,Maret,23,,,1.7,187.8
2016-03-24,2016,Maret,24,,,2.8,198.9
2016-03-25,2016,Maret,25,,,3.2,238.9
2016-03-26,2016,Maret,26,,0.0,3.5,269.8
2016-03-27,2016,Maret,27,,1.7,2.7,309.0
2016-03-28,2016,Maret,28,,0.5,2.5,282.2
2016-03-29,2016,Maret,29,,,2.8,262.2
2016-03-30,2016,Maret,30,,,1.7,223.8
2016-03-31,2016,Maret,31,,,1.2,216.0
2016-04-01,2016,April,1,,,2.0,230.1
2016-04-02,2016,April,2,,,3.0,249.6
2016-04-03,2016,April,3,,,2.5,262.3
2016-04-04,2016,April,4,,,1.1,186.8
2016-04-05,2016,April,5,1.4,,2.2,141.5
2016-04-06,2016,April,6,0.7,,4.2,171.0
2017-03-05,2017,Maret,5,2.8,,4.7,143.6
2017-03-06,2017,Maret,6,,,2.5,262.8
2017-03-07,2017,Maret,7,,,3.1,255.9
2017-03-08,2017,Maret,8,,,2.9,250.9
2017-03-09,2017,Maret,9,,1.0,3.2,287.6
2017-03-10,2017,Maret,10,0.2,1.5,1.5,7.5
2017-03-11,2017,Maret,11,2.8,0.8,2.9,75.0
2017-03-12,2017,Maret,12,1.6,,3.0,147.7
2017-03-13,2017,Maret,13,,,4.4,188.8
2017-03-14,2017,Maret,14,,,4.3,207.1
2017-03-15,2017,Maret,15,,,4.0,196.4
2017-03-16,2017,Maret,16,1.0,,3.3,163.1
2017-03-17,2017,Maret,17,,,2.5,183.2
2017-03-18,2017,Maret,18,,,1.7,211.7
2017-03-19,2017,Maret,19,0.1,,2.5,178.0
2017-03-20,2017,Maret,20,2.3,,2.3,99.3
2017-03-21,2017,Maret,21,2.4,,4.2,145.1
2017-03-22,2017,Maret,22,,,4.4,183.4
2018-06-04,2018,Juni,4,5.8,4.6,7.4,51.8
2018-06-05,2018,Juni,5,2.6,5.7,6.2,24.6
2018-06-06,2018,Juni,6,4.5,5.9,7.5,37.6
2018-06-07,2018,Juni,7,6.7,6.0,9.0,48.4
2018-06-08,2018,Juni,8,7.1,6.0,9.3,49.9
2018-06-09,2018,Juni,9,5.8,4.6,7.4,51.8
2018-06-10,2018,Juni,10,3.8,5.3,6.5,35.6
2018-06-11,2018,Juni,11,3.0,6.1,6.8,26.1
2018-06-12,2018,Juni,12,2.0,6.2,6.5,17.5
2018-06-13,2018,Juni,13,2.6,5.5,6.1,25.4
2018-06-14,2018,Juni,14,3.2,4.9,5.9,33.3
2018-06-15,2018,Juni,15,4.8,4.2,6.4,49.3
2018-06-16,2018,Juni,16,6.1,1.2,6.2,78.8
2018-06-17,2018,Juni,17,8.2,2.9,8.7,70.8
2018-06-18,2018,Juni,18,6.8,3.4,7.6,63.4
2018-06-19,2018,Juni,19,4.8,4.2,6.4,49.3
2018-06-20,2018,Juni,20,3.5,3.3,4.8,46.4
2018-06-21,2018,Juni,21,3.8,1.9,4.2,62.6
2018-06-22,2018,Juni,22,4.6,1.8,4.9,68.8
2018-06-23,2018,Juni,23,3.5,3.3,4.8,46.4
2018-06-24,2018,Juni,24,5.0,3.8,6.3,53.3
2018-06-25,2018,Juni,25,5.9,2.8,6.5,64.6
2018-06-26,2018,Juni,26,6.2,3.8,7.3,58.6
2018-06-27,2018,Juni,27,5.7,3.0,6.4,62.2
2018-06-28,2018,Juni,28,3.0,2.5,3.9,49.3
2018-06-29,2018,Juni,29,4.3,2.8,5.1,57.4
2018-06-30,2018,Juni,30,3.3,3.7,5.0,41.4
2018-07-01,2018,Juli,1,1.5,3.1,3.5,26.1
2018-07-02,2018,Juli,2,3.5,4.3,5.5,38.6
2018-07-03,2018,Juli,3,3.9,3.5,5.3,47.6
2018-07-04,2018,Juli,4,4.6,4.3,6.3,46.8
2018-07-05,2018,Juli,5,5.0,4.9,7.0,45.3
2018-07-06,2018,Juli,6,4.2,3.9,5.8,47.2
2018-07-07,2018,Juli,7,4.7,2.6,5.4,61.4
2018-07-08,2018,Juli,8,9.0,2.5,9.3,74.5
2018-07-09,2018,Juli,9,7.9,4.6,9.2,59.8
2018-07-10,2018,Juli,10,6.6,2.8,7.2,67.1
2018-07-11,2018,Juli,11,5.8,3.2,6.7,61.4
2018-07-12,2018,Juli,12,5.2,3.8,6.5,54.3
2018-07-13,2018,Juli,13,6.6,4.0,7.7,58.8
2018-07-14,2018,Juli,14,5.3,6.3,8.2,40.1
2018-07-15,2018,Juli,15,1.7,7.0,7.2,13.9
2018-07-16,2018,Juli,16,2.8,4.9,5.7,30.0
2018-07-17,2018,Juli,17,6.2,4.2,7.5,56.0
2018-07-18,2018,Juli,18,6.4,3.8,7.4,59.4
2018-07-19,2018,Juli,19,8.3,3.6,9.1,66.4
2018-07-20,2018,Juli,20,6.0,5.0,7.8,50.2
2018-07-21,2018,Juli,21,6.2,5.2,8.0,50.0
2018-07-22,2018,Juli,22,4.8,5.3,7.2,41.9
2018-07-23,2018,Juli,23,4.1,6.5,7.7,32.5
2018-07-24,2018,Juli,24,4.9,6.5,8.1,37.1
2018-07-25,2018,Juli,25,6.1,5.5,8.3,47.8
2018-07-26,2018,Juli,26,6.7,5.4,8.6,51.4
2018-07-27,2018,Juli,27,7.9,4.8,9.3,58.7
2018-07-28,2018,Juli,28,6.1,5.3,8.1,48.9
2018-07-29,2018,Juli,29,5.5,6.3,8.4,41.1
2018-07-30,2018,Juli,30,4.3,6.7,8.0,32.9
2018-07-31,2018,Juli,31,4.0,5.7,6.9,34.9
