Tanggal,RR,TAVG,RH_AVG,Skor,Kategori,Keputusan
2025-04-01,4.884265334403217,26.75073261795748,85.89693291854137,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-02,6.355583518520046,26.823538009533934,85.1815692844981,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-03,3.504764194699801,27.018312271983834,85.84941903698376,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-04,3.080480948409962,27.060482397331224,86.58951713124893,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-05,6.598423458887797,26.91686499472996,86.50416459400957,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-06,4.524607984077423,26.787511683062135,85.66025563685467,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-07,12.01352675194498,26.996597165690236,85.73400061837746,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-08,3.238220848790256,26.948650757158333,85.73242625830248,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-09,10.343388913788608,26.657377185873855,85.01838951857121,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-10,5.16377896065536,26.96680200347601,85.68491335891623,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-11,5.395608601154627,26.93398823424059,86.42354617607529,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-12,11.450611136238328,26.928923928954532,86.33831195745199,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-13,4.799590365784471,26.94748741272017,85.49597778333678,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-14,8.890995359458907,27.13762615924752,85.56953606791122,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-15,6.9202912386975255,27.256608829218315,85.5679195980636,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-16,-3.6540390201008086,27.023484607620393,84.85520975264433,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-17,4.818903425415964,26.942352331610916,85.5204076808487,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-18,1.726274899362454,26.95109625075721,86.25757522090169,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-04-19,3.589043180750691,26.840881048324096,86.17245932089443,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-20,1.5862354869290134,26.940664745214377,85.33169992981891,60,Kering (Risiko) / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-21,3.790649864961558,26.95091328812187,85.40507151744497,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-22,13.659331245895734,26.946833911167897,85.40341293782471,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-23,4.223325548611302,26.89946631880524,84.69202998671743,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-24,9.701524569560151,26.918720127093156,85.35590200278118,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-25,6.745471106033558,26.818250121955813,86.09160426572805,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-26,7.911166312671109,26.928325959906786,86.00660668433687,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-27,2.339929953534022,26.876885331259675,85.16742207630102,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-28,2.754327718211009,27.03873115228128,85.24060696697873,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-29,4.570555886464204,26.82377003220481,85.23890627758581,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-30,5.406421844698513,27.128407506129424,84.52885022079055,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-01,9.117179475672877,26.97215633493673,85.19139632471365,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-02,2.8883487850193887,27.201286835463556,85.92563331055442,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-03,12.759981972463294,26.85343650135567,85.8407540477793,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-04,2.7118249880461818,27.11608101565168,85.00314422278313,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-05,2.873164802422057,27.17781289976106,85.07614241651248,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-06,3.8816217237012087,27.406187293040258,85.07439961734693,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-07,-6.051383326340505,27.402365612460184,84.36567045486366,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-08,9.062513961495895,27.688721020899848,85.02689064664612,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-09,-5.477060678580863,27.503159135900543,85.7596623553808,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-10,9.780302869759243,27.26454993832484,85.67490141122174,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-11,3.748015792444313,27.140178486682004,84.83886636926526,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-12,5.450461741748538,27.18892041203386,84.91167786604623,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-13,3.424268795547621,26.922836182356182,84.90989295710804,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-14,6.888116946071002,26.860625349701973,84.20249068893678,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-15,5.793316799612032,26.927152253296327,84.8623849685786,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-16,6.803006040024859,27.1198540924735,85.59369140020716,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-17,3.3606544039222284,27.027448039245716,85.50904877466417,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-18,2.904544282122734,27.175577598423086,84.67458851574737,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-19,1.9452446708457494,27.175445166003996,84.74721331558,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-05-20,3.13628356719892,27.131851171792274,84.74538629686916,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-21,13.262952708977584,27.131192496124832,84.0393109230099,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-22,-0.044464606102136,27.188904019578032,84.69787929051107,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-23,0.7318015255910435,27.31762827748132,85.42772044503354,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-24,2.3110078749118665,27.059634803520254,85.3431961381066,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-25,1.8637950337990206,27.087802262681627,84.5103106622295,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-05-26,4.42222688023687,26.94727992579659,84.58274876511375,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-27,2.5297665991150438,26.888314765183686,84.58087963663027,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-28,2.349342445645182,27.32678409042141,83.876131157083,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-29,6.45809922550115,27.174248073255836,84.53337361244354,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-30,1.575614254178734,27.087714882813085,85.26174948985991,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-05-31,3.966224117998732,27.16353977591413,85.17734350154906,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-01,3.07011682801879,27.292323291471195,84.34603280871161,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-02,2.4658153041536854,27.235139730503473,84.4182842146475,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-03,2.4305444756981784,27.191641899844655,84.41637297639139,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-04,4.186353620693282,27.100841092178513,83.71295139115611,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-05,4.131917909032224,27.158077881780727,84.36886793437601,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-06,4.632857835094315,27.66735292897509,85.09577853468627,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-07,3.6085768414261206,27.400754741127603,85.01149086499149,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-08,2.367488932753977,27.19649837414068,84.18175495519372,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-09,4.368175282350316,26.74457018290079,84.25381966418126,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-10,12.214797039459322,27.316527986063875,84.25186631615249,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-11,2.8585459378417846,27.54588180076147,83.54977162522923,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-12,2.935603708971912,27.803290670136878,84.20436225630849,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-13,1.602421443012887,27.51241855251116,84.92980757951266,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-06-14,3.710894182251856,27.44174907138307,84.84563822843393,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-15,2.3537203094010755,27.304590080319063,84.01747710167585,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-16,2.6095492989652014,27.52870038728351,84.08935511371502,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-17,3.867925817367965,27.43852490851168,84.0873596559136,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-18,3.896715357568091,27.3107514297196,83.38659185930234,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-19,5.8867853039895115,27.39680379969397,84.03985657824096,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-20,7.489466582275886,27.140104873646322,84.76383662433902,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-21,10.795178709001922,27.397788055822712,84.67978559187635,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-22,4.0839128166009475,27.741379522547415,83.85319924815796,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-23,3.450028447435217,27.376035291396725,83.92489056324877,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-24,2.0524597328577237,27.66223596654451,83.92285299567472,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-25,15.045369728714295,27.899860540053826,83.22341209337544,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-06-26,7.251095841257171,27.762242956074022,83.87535090017343,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-27,6.821868969954779,27.50177448987844,84.59786566916539,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-28,5.023240725494804,27.507142450882796,84.5139329553188,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-29,5.5366215320776115,27.349404760576995,83.68892139464009,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-30,9.658204788640814,27.410908924833183,83.76042601278253,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-07-01,6.030005630735471,27.63982742262352,83.75834633543583,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-02,3.673983945071744,27.649330311843478,83.06023232744856,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-03,4.563599377656453,27.678378550887032,83.7108452221059,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-04,2.3014890773384025,27.688371357680392,84.43189471399177,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-05,3.9032808642581904,27.459820035934328,84.34808031876123,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-06,8.6877477262807,27.740961548298127,83.52464354112222,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-07,5.630923778719786,27.522939881270386,83.59596146231628,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-08,2.598488965683373,27.366566787481013,83.59383967519695,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-09,3.557554286049329,27.08989250775181,82.89705256152168,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-10,5.3517599130921605,27.06520082200436,83.54633954403837,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-11,7.481339196651132,26.988458649842283,84.26592375881813,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-12,6.55391262943357,27.126779372235358,84.18222768220366,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-13,6.492587751739653,27.02717442341452,83.36036568760433,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-14,5.0885376595699965,27.36996253111614,83.43149691185003,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-15,14.351593552716544,27.389388717268236,83.42933301495805,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Bera (Data Hujan Tidak Tersedia di Musim Kering)
2025-07-16,2.226351536334069,27.456648038205806,82.73387279559479,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-17,2.626407562608855,27.319707620449673,83.38183386597085,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-18,4.767847649739817,27.67296023721487,84.0999528036445,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-19,5.850864344844282,27.363179836561756,84.0163750456461,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-20,3.3311816006770485,27.643943260538645,83.19608783408644,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-21,5.455791298714887,27.629600900958398,83.2670323613838,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-22,8.365100853082017,27.624391938198254,83.26482635471916,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-23,3.8614718119614566,27.414486861514842,82.57069302966791,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-24,2.687757324857847,27.747942875595406,83.21732818790332,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-25,10.879096277891044,27.60604676357556,83.93398184847088,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Bera (Data Hujan Tidak Tersedia di Musim Kering)
2025-07-26,5.872605755694326,27.526389029298695,83.85052240908853,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-27,2.5911420378309367,27.512059675948663,83.03180998056857,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-28,2.1558939103744184,27.32691751518655,83.10256781091755,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-29,5.511341088491375,27.328215863110145,83.10031969448028,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
